Animal,http://jokes.cc.com/funny-animal/m255kl/a-bear-walks-into-a-bar---
Animal,http://jokes.cc.com/funny-animal/r2b6xg/a-grasshopper-walks-into-a-bar---
Animal,http://jokes.cc.com/funny-animal/lx0jc4/a-gummy-problem
Animal,http://jokes.cc.com/funny-animal/2rcy7k/a-kangaroo-walks-into-a-bar---
Animal,http://jokes.cc.com/funny-animal/noy0g0/a-man-and-his-pet-giraffe-walk-into-a-bar---
Animal,http://jokes.cc.com/funny-animal/xmxdi4/a-piece-of-advice
Animal,http://jokes.cc.com/funny-animal/mgwa7d/a-sack-full-of-chickens
Animal,http://jokes.cc.com/funny-animal/kra2kl/a-woman-s-four-favorite-animals
Animal,http://jokes.cc.com/funny-animal/tyhmig/a-j--jamal--free-cats
Animal,http://jokes.cc.com/funny-animal/i95dam/amanda-melson--take-back-the-field
Animal,http://jokes.cc.com/funny-animal/2h8d6d/an-elderly-lady-phoned-her-telephone-company
Animal,http://jokes.cc.com/funny-animal/ah4luj/andrew-norelli--wrong-time-to-worry
Animal,http://jokes.cc.com/funny-animal/71ler2/animal-lives
Animal,http://jokes.cc.com/funny-animal/dq3rej/animal-rotation
Animal,http://jokes.cc.com/funny-animal/45vdkl/another-bull-name
Animal,http://jokes.cc.com/funny-animal/x4zlq4/another-chicken--another-road
Animal,http://jokes.cc.com/funny-animal/7iu3g2/ants-dancing
Animal,http://jokes.cc.com/funny-animal/iv4axt/ants-in-your-pants
Animal,http://jokes.cc.com/funny-animal/vgtnmu/apple---worm
Animal,http://jokes.cc.com/funny-animal/c9rx4f/ardal-o-hanlon--drug-smuggling-with-dogs
Animal,http://jokes.cc.com/funny-animal/24zq0h/at-the-door
Animal,http://jokes.cc.com/funny-animal/4nxcme/ba-ba-black-sheep
Animal,http://jokes.cc.com/funny-animal/fo7ros/bald-fleas
Animal,http://jokes.cc.com/funny-animal/3s09fc/basketball-chicken
Animal,http://jokes.cc.com/funny-animal/wh2bzm/bear---deer
Animal,http://jokes.cc.com/funny-animal/tzohle/bear---toilet
Animal,http://jokes.cc.com/funny-animal/fwko9c/bear-on-a-rampage
Animal,http://jokes.cc.com/funny-animal/4xbkjb/bee-pee
Animal,http://jokes.cc.com/funny-animal/9q0bdx/beer-nuts-vs--deer-nuts
Animal,http://jokes.cc.com/funny-animal/cdv473/beethoven-s-chicken
Animal,http://jokes.cc.com/funny-animal/39t17p/bells-on-cows
Animal,http://jokes.cc.com/funny-animal/0lkw1r/best-goldfish-joke-ever
Animal,http://jokes.cc.com/funny-animal/eukxby/big-noses
Animal,http://jokes.cc.com/funny-animal/40u5mv/bill-coronel--dog-food-guideline
Animal,http://jokes.cc.com/funny-animal/xtnzyp/bill-dwyer--petting-zoo
Animal,http://jokes.cc.com/funny-animal/ulf7ir/bill-dwyer--why-kids-
Animal,http://jokes.cc.com/funny-animal/b32lql/bill-kirchenbauer--sea-world-seafood
Animal,http://jokes.cc.com/funny-animal/db97yo/bird-it-through-the-grapevine
Animal,http://jokes.cc.com/funny-animal/niv4g7/bird-of-peace--bird-of-love
Animal,http://jokes.cc.com/funny-animal/fk45wf/birdie-poem
Animal,http://jokes.cc.com/funny-animal/4w74i3/birdman
Animal,http://jokes.cc.com/funny-animal/vpl0xy/birds-of-paradise
Animal,http://jokes.cc.com/funny-animal/gar04j/black---white---red
Animal,http://jokes.cc.com/funny-animal/jrc9k9/black-and-brown
Animal,http://jokes.cc.com/funny-animal/491gq8/blind-bunny-meets-blind-snake
Animal,http://jokes.cc.com/funny-animal/6d31dd/blind-dinosaur
Animal,http://jokes.cc.com/funny-animal/tidjgn/blind-skydivers
Animal,http://jokes.cc.com/funny-animal/dizbgb/blond-dog
Animal,http://jokes.cc.com/funny-animal/9jgh0s/blonde---goldfish
Animal,http://jokes.cc.com/funny-animal/xafiuz/blonde-counting-sheep
Animal,http://jokes.cc.com/funny-animal/49ec5m/blonde-in-disguise
Animal,http://jokes.cc.com/funny-animal/uf7gec/blonde-nasa-engineer
Animal,http://jokes.cc.com/funny-animal/0z9l6v/blossom---porky
Animal,http://jokes.cc.com/funny-animal/ul7ljw/bob-marley--atkins-diet
Animal,http://jokes.cc.com/funny-animal/8epmy5/bob-nickman--strobe-headlines
Animal,http://jokes.cc.com/funny-animal/r5wbqo/bovine-hijinx
Animal,http://jokes.cc.com/funny-animal/vh08x6/brave-pig-with-the-peg-leg
Animal,http://jokes.cc.com/funny-animal/8nakdu/brian-kiley--shot-an-elk
Animal,http://jokes.cc.com/funny-animal/pzni78/broken-cage
